References,transformed_references,indic_conformer_transcription_raw,indic_conformer_transcription,indic_conformer_wer,indic_conformer_pred_response,google_speech_transcription_raw,google_speech_transcription,google_speech_wer,google_speech_pred_response,slang_google_speech_transcription_raw,slang_google_speech_transcription,slang_google_speech_wer,slang_google_speech_pred_response,audio_links
"pay hundred rupees through QR scanner,pay hundred rupees through q r scanner,pay 100 rupees through qr scanner,pay 100 rupees through q r scanner","pay 100 rupees through qr scanner,pay 100 rupees through q r scanner,pay 100 rupees through qr scanner,pay 100 rupees through q r scanner",pay hundre rupees thugh r scaner,pay hundre rupees thugh r scaner,0.5714285714285714,"{'intent': 'payments_bill', 'entities': [{'payments_bill_action': 'pay'}], 'text': 'pay hundre rupees thugh r scaner'}",100 rupees through QR scanner,100 rupees through qr scanner,0.16666666666666666,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '100.0'}, 'payments_transaction_action': 'scan'}], 'text': '100 rupees through qr scanner'}",100 rupees through QR scanner,100 rupees through qr scanner,0.16666666666666666,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '100.0'}, 'payments_transaction_action': 'scan'}], 'text': '100 rupees through qr scanner'}",https://storage.googleapis.com/slang-audio-test-data/audio/1dcc112b-31f0-4188-abae-e475f23cad9e.wav
"show me the offers running on my current bank account,show me the offers running on my current bank account","show me the offers running on my current bank account,show me the offers running on my current bank account",show me the offers running on my current bank account,show me the offers running on my current bank account,0.0,"{'intent': 'payments_navigation', 'entities': [{}], 'text': 'show me the offers running on my current bank account'}",show me the offers running on my current bank account,show me the offers running on my current bank account,0.0,"{'intent': 'payments_navigation', 'entities': [{}], 'text': 'show me the offers running on my current bank account'}",show me the offers running on my current bank account,show me the offers running on my current bank account,0.0,"{'intent': 'payments_navigation', 'entities': [{}], 'text': 'show me the offers running on my current bank account'}",https://storage.googleapis.com/slang-audio-test-data/audio/1e7a6680-015a-4453-87a5-458c5cba747b.wav
"scan and send ,scan and send","scan and send,scan and send",scannon sent,scannon sent,1.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'send', 'payments_name': 'scannon'}], 'text': 'scannon sent'}",scan and send,scan and send,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'scan'}], 'text': 'scan and send'}",scan and send,scan and send,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'scan'}], 'text': 'scan and send'}",https://storage.googleapis.com/slang-audio-test-data/audio/1e19c8ff-56c4-4550-905a-865c64a2d6b2.wav
"maa,maa","maa,maa",ma,ma,1.0,"{'intent': '', 'entities': [{}], 'text': 'ma'}",man,man,1.0,"{'intent': '', 'entities': [{}], 'text': 'man'}",man,man,1.0,"{'intent': '', 'entities': [{}], 'text': 'man'}",https://storage.googleapis.com/slang-audio-test-data/audio/1e0485c3-7c37-4135-9f75-54598b22d0b0.wav
"clear my electricity bill dues ,clear my electricity bill dues","clear my electricity bill dues,clear my electricity bill dues",clear my electricity build ues,clear my electricity build ues,0.4,"{'intent': 'payments_bill', 'entities': [{'payments_bill_type': 'Electricity'}], 'text': 'clear my electricity build ues'}",clear my electricity bill dues,clear my electricity bill dues,0.0,"{'intent': 'payments_bill', 'entities': [{'payments_bill_type': 'Electricity'}], 'text': 'clear my electricity bill dues'}",clear my electricity bill dues,clear my electricity bill dues,0.0,"{'intent': 'payments_bill', 'entities': [{'payments_bill_type': 'Electricity'}], 'text': 'clear my electricity bill dues'}",https://storage.googleapis.com/slang-audio-test-data/audio/1e27960b-1c72-44ab-a539-08ec732f04be.wav
"scan and pay hundred rupees ,scan and pay 100 rupees","scan and pay 100 rupees,scan and pay 100 rupees",scan and pay one hundred rupees    ,scan and pay 100 rupees,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '100.0'}, 'payments_transaction_action': 'scan'}], 'text': 'scan and pay 100 rupees'}",scan and pay 100 Rupees,scan and pay 100 rupees,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '100.0'}, 'payments_transaction_action': 'scan'}], 'text': 'scan and pay 100 rupees'}",scan and pay 100 Rupees,scan and pay 100 rupees,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '100.0'}, 'payments_transaction_action': 'scan'}], 'text': 'scan and pay 100 rupees'}",https://storage.googleapis.com/slang-audio-test-data/audio/1f975d5e-a24e-493f-82f8-bd482d855187.wav
"send twenty thousand as a loan to shailaja,send 20000 as a loan to shailaja","send 20000 as a loan to shailaja,send 20000 as a loan to shailaja",send twenty thousand as a loan to shalajar,send 20000 as a loan to shalajar,0.14285714285714285,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'send', 'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '20000.0'}}], 'text': 'send 20000 as a loan to shalajar'}",send 20000 as a loan to Shailaja,send 20000 as a loan to shailaja,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'send', 'payments_name': 'shailaja', 'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '20000.0'}}], 'text': 'send 20000 as a loan to shailaja'}",send 20000 as a loan to Shailaja,send 20000 as a loan to shailaja,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'send', 'payments_name': 'shailaja', 'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '20000.0'}}], 'text': 'send 20000 as a loan to shailaja'}",https://storage.googleapis.com/slang-audio-test-data/audio/2b8a13d5-e979-41a5-9c27-6d742fea28d7.wav
"money to agna ,money to agna","money to agna,money to agna",mone to agna,mone to agna,0.3333333333333333,"{'intent': 'payments_transactions', 'entities': [{'payments_name': 'agna', 'payments_transaction_action': 'send'}], 'text': 'mone to agna'}",money to Agra,money to agra,0.3333333333333333,"{'intent': 'payments_transactions', 'entities': [{}], 'text': 'money to agra'}",money to Agra,money to agra,0.3333333333333333,"{'intent': 'payments_transactions', 'entities': [{}], 'text': 'money to agra'}",https://storage.googleapis.com/slang-audio-test-data/audio/2b25cac2-0c34-469c-a059-2ba6771309b5.wav
"request nine hundred and five from madhuri,request 905 from madhuri","request 905 from madhuri,request 905 from madhuri",requested nine hundred and five from mathuri,requested 905 from mathuri,0.5,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'request', 'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '905.0'}}], 'text': 'requested 905 from mathuri'}",request 905 from Madhuri,request 905 from madhuri,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'request', 'payments_name': 'madhuri', 'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '905.0'}}], 'text': 'request 905 from madhuri'}",request 905 from Madhuri,request 905 from madhuri,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'request', 'payments_name': 'madhuri', 'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '905.0'}}], 'text': 'request 905 from madhuri'}",https://storage.googleapis.com/slang-audio-test-data/audio/2bbfaee0-eb05-4df3-8b0b-98f6d9fe3b04.wav
"i want to pay my gas bill,i want to pay my gas bill","i want to pay my gas bill,i want to pay my gas bill",i want to pay my gas bill,i want to pay my gas bill,0.0,"{'intent': 'payments_bill', 'entities': [{'payments_bill_action': 'pay', 'payments_bill_type': 'Gas'}], 'text': 'i want to pay my gas bill'}",I want to pay my gas bill,i want to pay my gas bill,0.0,"{'intent': 'payments_bill', 'entities': [{'payments_bill_action': 'pay', 'payments_bill_type': 'Gas'}], 'text': 'i want to pay my gas bill'}",I want to pay my gas bill,i want to pay my gas bill,0.0,"{'intent': 'payments_bill', 'entities': [{'payments_bill_action': 'pay', 'payments_bill_type': 'Gas'}], 'text': 'i want to pay my gas bill'}",https://storage.googleapis.com/slang-audio-test-data/audio/2c9189dc-c095-43ef-aec1-74a0d43c7608.wav
"make a request to vijay hundred rupees,make a request to vijay 100 rupees","make a request to vijay 100 rupees,make a request to vijay 100 rupees",make your request to ijy one hundred rupees ,make your request to ijy 100 rupees,0.2857142857142857,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '100.0'}, 'payments_transaction_action': 'request'}], 'text': 'make your request to ijy 100 rupees'}",make a request to Vijay hundred rupees,make a request to vijay 100 rupees,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '100.0'}, 'payments_transaction_action': 'request', 'payments_name': 'vijay'}], 'text': 'make a request to vijay 100 rupees'}",make a request to Vijay hundred rupees,make a request to vijay 100 rupees,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '100.0'}, 'payments_transaction_action': 'request', 'payments_name': 'vijay'}], 'text': 'make a request to vijay 100 rupees'}",https://storage.googleapis.com/slang-audio-test-data/audio/2d083f72-8d8d-4c61-aa2a-e5a2c16f6d26.wav
"show me my last transaction ,show me my last transaction","show me my last transaction,show me my last transaction",show me my last transaction,show me my last transaction,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'transaction history'}], 'text': 'show me my last transaction'}",show me my last transaction,show me my last transaction,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'transaction history'}], 'text': 'show me my last transaction'}",show me my last transaction,show me my last transaction,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'transaction history'}], 'text': 'show me my last transaction'}",https://storage.googleapis.com/slang-audio-test-data/audio/2e20d6f7-9d9c-4d1d-a351-80c720ebae9e.wav
"how do i gift my mother five thousand rupees amount,how do i gift my mother 5000 rupees amount","how do i gift my mother 5000 rupees amount,how do i gift my mother 5000 rupees amount",how do i gift my mother fiveve thousd upeive d rupe,how do i gift my mother fiveve thousd upeive d rupe,0.5555555555555556,"{'intent': 'payments_transactions', 'entities': [{'payments_name': 'mother'}], 'text': 'how do i gift my mother fiveve thousd upeive d rupe'}",how do I gift my mother 5000 rupees,how do i gift my mother 5000 rupees,0.1111111111111111,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '5000.0'}, 'payments_name': 'mother'}], 'text': 'how do i gift my mother 5000 rupees'}",how do I gift my mother 5000 rupees,how do i gift my mother 5000 rupees,0.1111111111111111,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '5000.0'}, 'payments_name': 'mother'}], 'text': 'how do i gift my mother 5000 rupees'}",https://storage.googleapis.com/slang-audio-test-data/audio/2ec7d239-8259-4423-9934-a59726d50c6b.wav
"microphone permission ,microphone permission","microphone permission,microphone permission",microphone permission to slag co,microphone permission to slag co,1.5,"{'intent': 'payments_transactions', 'entities': [{}], 'text': 'microphone permission to slag co'}",plank,plank,1.0,"{'intent': '', 'entities': [{}], 'text': 'plank'}",plank,plank,1.0,"{'intent': '', 'entities': [{}], 'text': 'plank'}",https://storage.googleapis.com/slang-audio-test-data/audio/3a7ffe3c-65d4-45a5-94a2-57bfde7fd8d6.wav
"i want to send two hundred rupees and fifty paise to the maid ,i want to send 200.50 rupees to the maid","i want to send 200 rupees and 50 paise to the maid,i want to send 20050 rupees to the maid",i want to send two hundred rupees and fifty pase to the maid,i want to send 200 rupees and 50 pase to the maid,0.08333333333333333,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '50.0'}, 'payments_transaction_action': 'send'}], 'text': 'i want to send 200 rupees and 50 pase to the maid'}",I want to send 200 rupees and 50 paise To the maid,i want to send 200 rupees and 50 paise to the maid,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '0.5'}, 'payments_transaction_action': 'send'}], 'text': 'i want to send 200 rupees and 50 paise to the maid'}",I want to send 200 rupees and 50 paise To the maid,i want to send 200 rupees and 50 paise to the maid,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '0.5'}, 'payments_transaction_action': 'send'}], 'text': 'i want to send 200 rupees and 50 paise to the maid'}",https://storage.googleapis.com/slang-audio-test-data/audio/3b6baab9-3cec-4cd9-ab44-ff90bca5c197.wav
"request lohith to transfer rupees one thousand two hundred and fifty to me,request lohith to transfer rupees 1250 to me","request lohith to transfer rupees 1250 to me,request lohith to transfer rupees 1250 to me",request low hits to transfer rupees one thousand twohundre andy to me,request low hits to transfer rupees 1000 twohundre andy to me,0.625,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '1000.0'}, 'payments_transaction_action': 'request', 'payments_name': 'andy'}], 'text': 'request low hits to transfer rupees 1000 twohundre andy to me'}",request lohit's to transfer rupees 1250 to me,request lohit's to transfer rupees 1250 to me,0.125,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '1250.0'}, 'payments_transaction_action': 'request'}], 'text': ""request lohit's to transfer rupees 1250 to me""}",request lohit's to transfer rupees 1250 to me,request lohit's to transfer rupees 1250 to me,0.125,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '1250.0'}, 'payments_transaction_action': 'request'}], 'text': ""request lohit's to transfer rupees 1250 to me""}",https://storage.googleapis.com/slang-audio-test-data/audio/3b7dc72a-1e0c-4cd7-884d-b80f4fa3639d.wav
